"","PLAYER_ID","PLAYER_NAME","PLAYER_LAST_TEAM_ID","PLAYER_LAST_TEAM_ABBREVIATION","AGE","GP","G","FGA_FREQUENCY","FGM","FGA","FG_PCT","EFG_PCT","FG2A_FREQUENCY","FG2M","FG2A","FG2_PCT","FG3A_FREQUENCY","FG3M","FG3A","FG3_PCT"
"418","1631230","Dominick Barlow","1610612759","SAS","20","32","5","0.049","2","5","0.4","0.4","0.039","2","4","0.5","0.01","0","1","0"
"419","1629007","Jontay Porter","1610612761","TOR","24","25","5","0.048","2","5","0.4","0.4","0.038","2","4","0.5","0.01","0","1","0"
"420","1629004","Svi Mykhailiuk","1610612738","BOS","26","33","5","0.052","1","5","0.2","0.3","0.01","0","1","0","0.041","1","4","0.25"
"421","1629117","Wenyen Gabriel","1610612763","MEM","27","5","3","0.227","1","5","0.2","0.3","0.136","0","3","0","0.091","1","2","0.5"
"422","1641778","Leaky Black","1610612766","CHA","24","22","4","0.128","1","5","0.2","0.3","0.103","0","4","0","0.026","1","1","1"
"423","1631123","Jamaree Bouyea","1610612759","SAS","24","6","4","0.238","1","5","0.2","0.2","0.048","1","1","1","0.19","0","4","0"
"424","1629010","Jerome Robinson","1610612744","GSW","27","18","5","0.172","1","5","0.2","0.2","0.069","1","2","0.5","0.103","0","3","0"
"425","1630610","DeJon Jarreau","1610612763","MEM","26","9","3","0.1","0","5","0","0","0.08","0","4","0","0.02","0","1","0"
"426","1628962","Udoka Azubuike","1610612756","PHX","24","14","2","0.182","4","4","1","1","0.182","4","4","1","0","0","0",NA
"427","1627745","Damian Jones","1610612739","CLE","28","34","4","0.062","3","4","0.75","0.75","0.046","3","3","1","0.015","0","1","0"
"428","1630207","Nate Hinton","1610612745","HOU","24","11","3","0.2","2","4","0.5","0.75","0","0","0",NA,"0.2","2","4","0.5"
"429","1630526","Jeremiah Robinson-Earl","1610612740","NOP","23","32","4","0.048","2","4","0.5","0.5","0.036","2","3","0.667","0.012","0","1","0"
"430","1641765","Olivier-Maxence Prosper","1610612742","DAL","21","35","4","0.053","2","4","0.5","0.75","0.013","0","1","0","0.04","2","3","0.667"
"431","203469","Cody Zeller","1610612740","NOP","31","39","4","0.068","2","4","0.5","0.5","0.068","2","4","0.5","0","0","0",NA
"432","203458","Alex Len","1610612758","SAC","30","40","4","0.055","2","4","0.5","0.5","0.041","2","3","0.667","0.014","0","1","0"
"433","1641724","Jett Howard","1610612753","ORL","20","14","4","0.174","1","4","0.25","0.375","0","0","0",NA,"0.174","1","4","0.25"
"434","1630551","Justin Champagnie","1610612764","WAS","22","10","3","0.08","1","4","0.25","0.375","0","0","0",NA,"0.08","1","4","0.25"
"435","1630240","Saben Lee","1610612756","PHX","24","19","4","0.08","1","4","0.25","0.25","0.06","1","3","0.333","0.02","0","1","0"
"436","200782","P.J. Tucker","1610612746","LAC","38","25","3","0.103","1","4","0.25","0.375","0","0","0",NA,"0.103","1","4","0.25"
"437","1631169","Josh Minott","1610612750","MIN","21","26","3","0.148","1","4","0.25","0.375","0.074","0","2","0","0.074","1","2","0.5"
"438","1629875","Xavier Moon","1610612746","LAC","29","9","4","0.286","1","4","0.25","0.25","0.143","1","2","0.5","0.143","0","2","0"
"439","1630186","Jahmi'us Ramsey","1610612761","TOR","22","7","3","0.098","1","4","0.25","0.25","0.049","1","2","0.5","0.049","0","2","0"
"440","1630562","Matt Hurt","1610612763","MEM","23","8","3","0.118","0","4","0","0","0","0","0",NA,"0.118","0","4","0"
"441","1630641","Ibou Badji","1610612757","POR","21","21","3","0.15","3","3","1","1","0.15","3","3","1","0","0","0",NA
"442","203939","Dwight Powell","1610612742","DAL","32","57","3","0.031","3","3","1","1","0.031","3","3","1","0","0","0",NA
"443","1631217","Moussa Diabate","1610612746","LAC","22","11","3","0.158","2","3","0.667","0.667","0.158","2","3","0.667","0","0","0",NA
"444","1630695","Micah Potter","1610612762","UTA","25","12","2","0.143","2","3","0.667","0.833","0.095","1","2","0.5","0.048","1","1","1"
"445","1641735","Amari Bailey","1610612766","CHA","20","8","3","0.25","2","3","0.667","0.667","0.167","2","2","1","0.083","0","1","0"
"446","1629610","DaQuan Jeffries","1610612752","NYK","26","16","3","0.188","2","3","0.667","0.667","0.125","2","2","1","0.063","0","1","0"
"447","1630611","Gui Santos","1610612744","GSW","21","19","1","0.068","2","3","0.667","0.667","0.068","2","3","0.667","0","0","0",NA
"448","1628984","Devonte' Graham","1610612759","SAS","29","15","2","0.073","2","3","0.667","0.833","0.024","1","1","1","0.049","1","2","0.5"
"449","202066","Garrett Temple","1610612761","TOR","37","21","3","0.077","1","3","0.333","0.5","0.026","0","1","0","0.051","1","2","0.5"
"450","1641877","Nathan Mensah","1610612766","CHA","25","25","3","0.107","1","3","0.333","0.333","0.107","1","3","0.333","0","0","0",NA
"451","1641753","Chris Livingston","1610612749","MIL","20","17","3","0.167","1","3","0.333","0.333","0.111","1","2","0.5","0.056","0","1","0"
"452","1629669","Jaylen Nowell","1610612763","MEM","24","9","2","0.055","1","3","0.333","0.333","0.036","1","2","0.5","0.018","0","1","0"
"453","1630553","Keon Johnson","1610612751","BKN","22","4","3","0.158","1","3","0.333","0.333","0.158","1","3","0.333","0","0","0",NA
"454","1631303","Justin Minaya","1610612757","POR","25","28","3","0.073","1","3","0.333","0.333","0.024","1","1","1","0.049","0","2","0"
"455","1631131","Oscar Tshiebwe","1610612754","IND","24","8","1","0.15","1","3","0.333","0.333","0.15","1","3","0.333","0","0","0",NA
"456","1631098","Johnny Davis","1610612764","WAS","22","44","3","0.023","0","3","0","0","0.015","0","2","0","0.008","0","1","0"
"457","1631338","Mouhamadou Gueye","1610612761","TOR","25","8","3","0.15","0","3","0","0","0.1","0","2","0","0.05","0","1","0"
"458","202693","Markieff Morris","1610612742","DAL","34","21","3","0.058","0","3","0","0","0.038","0","2","0","0.019","0","1","0"
"459","1630688","Ish Wainright","1610612756","PHX","29","10","2","0.125","0","3","0","0","0.042","0","1","0","0.083","0","2","0"
"460","1631100","AJ Griffin","1610612737","ATL","20","18","1","0.067","0","3","0","0","0.044","0","2","0","0.022","0","1","0"
"461","1630288","Jeff Dowtin Jr.","1610612755","PHI","26","7","2","0.15","0","3","0","0","0.05","0","1","0","0.1","0","2","0"
"462","1630846","Olivier Sarr","1610612760","OKC","25","14","2","0.105","2","2","1","1.25","0.053","1","1","1","0.053","1","1","1"
"463","1631157","Ryan Rollins","1610612749","MIL","21","10","2","0.08","2","2","1","1.5","0","0","0",NA,"0.08","2","2","1"
"464","1630227","Daishen Nix","1610612750","MIN","22","12","2","0.1","1","2","0.5","0.75","0","0","0",NA,"0.1","1","2","0.5"
"465","201949","James Johnson","1610612754","IND","37","8","2","0.222","1","2","0.5","0.5","0.222","1","2","0.5","0","0","0",NA
"466","203493","Reggie Bullock Jr.","1610612745","HOU","33","36","2","0.028","1","2","0.5","0.75","0.014","0","1","0","0.014","1","1","1"
"467","1630314","Brandon Williams","1610612742","DAL","24","12","2","0.091","1","2","0.5","0.5","0.091","1","2","0.5","0","0","0",NA
"468","201577","Robin Lopez","1610612749","MIL","36","16","2","0.105","1","2","0.5","0.5","0.105","1","2","0.5","0","0","0",NA
"469","1641771","Jalen Slawson","1610612758","SAC","24","9","2","0.4","1","2","0.5","0.5","0.2","1","1","1","0.2","0","1","0"
"470","1631306","Cole Swider","1610612748","MIA","24","14","2","0.061","1","2","0.5","0.5","0.061","1","2","0.5","0","0","0",NA
"471","1628424","Kobi Simmons","1610612761","TOR","26","3","2","0.111","1","2","0.5","0.5","0.056","1","1","1","0.056","0","1","0"
"472","1641723","Kobe Bufkin","1610612737","ATL","20","9","2","0.054","1","2","0.5","0.75","0","0","0",NA,"0.054","1","2","0.5"
"473","203648","Thanasis Antetokounmpo","1610612749","MIL","31","29","2","0.077","1","2","0.5","0.5","0.038","1","1","1","0.038","0","1","0"
"474","203933","T.J. Warren","1610612750","MIN","30","8","2","0.061","1","2","0.5","0.75","0.03","0","1","0","0.03","1","1","1"
"475","1630259","Jordan Ford","1610612758","SAC","25","6","2","0.286","1","2","0.5","0.5","0.143","1","1","1","0.143","0","1","0"
"476","1630600","Isaiah Mobley","1610612739","CLE","24","6","2","0.154","1","2","0.5","0.75","0","0","0",NA,"0.154","1","2","0.5"
"477","1629717","Armoni Brooks","1610612751","BKN","25","10","2","0.044","1","2","0.5","0.75","0.022","0","1","0","0.022","1","1","1"
"478","1630181","R.J. Hampton","1610612748","MIA","23","7","2","0.143","0","2","0","0","0.071","0","1","0","0.071","0","1","0"
"479","1631254","Kenneth Lofton Jr.","1610612762","UTA","21","17","2","0.049","0","2","0","0","0.049","0","2","0","0","0","0",NA
"480","1631220","Dereon Seabron","1610612740","NOP","23","6","2","0.154","0","2","0","0","0.154","0","2","0","0","0","0",NA
"481","1629646","Charles Bassey","1610612759","SAS","23","19","2","0.051","0","2","0","0","0.026","0","1","0","0.026","0","1","0"
"482","1629660","Ty Jerome","1610612739","CLE","26","2","1","0.25","1","1","1","1","0.25","1","1","1","0","0","0",NA
"483","1631262","Jules Bernard","1610612764","WAS","24","15","1","0.02","1","1","1","1","0.02","1","1","1","0","0","0",NA
"484","1629750","Javonte Green","1610612741","CHI","30","3","1","0.091","1","1","1","1.5","0","0","0",NA,"0.091","1","1","1"
"485","1629011","Mitchell Robinson","1610612752","NYK","26","23","1","0.009","1","1","1","1","0.009","1","1","1","0","0","0",NA
"486","1629057","Robert Williams III","1610612757","POR","26","6","1","0.038","1","1","1","1","0.038","1","1","1","0","0","0",NA
"487","1627732","Ben Simmons","1610612751","BKN","27","15","1","0.014","1","1","1","1","0.014","1","1","1","0","0","0",NA
"488","201959","Taj Gibson","1610612765","DET","38","17","1","0.045","1","1","1","1","0.045","1","1","1","0","0","0",NA
"489","1641926","Dexter Dennis","1610612742","DAL","25","4","1","0.059","1","1","1","1","0.059","1","1","1","0","0","0",NA
"490","1627885","Shaquille Harrison","1610612763","MEM","30","3","1","0.5","1","1","1","1","0.5","1","1","1","0","0","0",NA
"491","1630554","Jason Preston","1610612762","UTA","24","4","1","0.167","1","1","1","1","0.167","1","1","1","0","0","0",NA
"492","1628391","D.J. Wilson","1610612755","PHI","28","2","1","0.167","1","1","1","1","0.167","1","1","1","0","0","0",NA
"493","1630658","Colin Castleton","1610612747","LAL","23","10","1","0.091","1","1","1","1","0.091","1","1","1","0","0","0",NA
"494","1641970","Maozinha Pereira","1610612763","MEM","23","5","1","0.063","0","1","0","0","0","0","0",NA,"0.063","0","1","0"
"495","1631205","Buddy Boeheim","1610612765","DET","24","5","1","0.05","0","1","0","0","0","0","0",NA,"0.05","0","1","0"
"496","1630604","E.J. Liddell","1610612740","NOP","23","8","1","0.167","0","1","0","0","0","0","0",NA,"0.167","0","1","0"
"497","1628385","Harry Giles III","1610612747","LAL","25","22","1","0.021","0","1","0","0","0.021","0","1","0","0","0","0",NA
"498","1629678","Admiral Schofield","1610612753","ORL","27","21","1","0.042","0","1","0","0","0","0","0",NA,"0.042","0","1","0"
"499","1641816","Hunter Tyson","1610612743","DEN","23","13","1","0.063","0","1","0","0","0","0","0",NA,"0.063","0","1","0"
"500","1629718","Charlie Brown Jr.","1610612752","NYK","27","8","1","0.1","0","1","0","0","0","0","0",NA,"0.1","0","1","0"
"501","1626246","Boban Marjanovic","1610612745","HOU","35","12","1","0.048","0","1","0","0","0.048","0","1","0","0","0","0",NA
"502","1627853","Ryan Arcidiacono","1610612752","NYK","30","20","1","0.2","0","1","0","0","0","0","0",NA,"0.2","0","1","0"
"503","1631250","Pete Nance","1610612739","CLE","24","4","1","0.5","0","1","0","0","0.5","0","1","0","0","0","0",NA
"504","1630618","D.J. Carton","1610612761","TOR","23","4","1","0.125","0","1","0","0","0.125","0","1","0","0","0","0",NA
"505","1629216","Gabe Vincent","1610612747","LAL","27","6","1","0.028","0","1","0","0","0","0","0",NA,"0.028","0","1","0"
"506","1631376","Dmytro Skapintsev","1610612752","NYK","25","2","1","1","0","1","0","0","1","0","1","0","0","0","0",NA
"507","1629232","Kaiser Gates","1610612740","NOP","27","1","1","0.25","0","1","0","0","0.25","0","1","0","0","0","0",NA
"508","1641757","Jordan Miller","1610612746","LAC","24","7","1","0.111","0","1","0","0","0.111","0","1","0","0","0","0",NA
"509","203490","Otto Porter Jr.","1610612761","TOR","30","15","1","0.03","0","1","0","0","0.03","0","1","0","0","0","0",NA
"510","1630563","Joshua Primo","1610612746","LAC","21","2","1","1","0","1","0","0","1","0","1","0","0","0","0",NA
"511","201980","Danny Green","1610612755","PHI","36","2","1","0.5","0","1","0","0","0.5","0","1","0","0","0","0",NA
"512","1641734","Emoni Bates","1610612739","CLE","20","13","1","0.027","0","1","0","0","0.027","0","1","0","0","0","0",NA
"513","202738","Isaiah Thomas","1610612756","PHX","35","2","1","0.2","0","1","0","0","0.2","0","1","0","0","0","0",NA
"514","1630678","Terry Taylor","1610612741","CHI","24","29","1","0.027","0","1","0","0","0","0","0",NA,"0.027","0","1","0"
