"","GROUP_SET","GROUP_ID","GROUP_NAME","TEAM_ID","TEAM_ABBREVIATION","GP","W","L","W_PCT","MIN","E_OFF_RATING","OFF_RATING","E_DEF_RATING","DEF_RATING","E_NET_RATING","NET_RATING","AST_PCT","AST_TO","AST_RATIO","OREB_PCT","DREB_PCT","REB_PCT","TM_TOV_PCT","EFG_PCT","TS_PCT","E_PACE","PACE","PACE_PER40","POSS","PIE","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","OFF_RATING_RANK","DEF_RATING_RANK","NET_RATING_RANK","AST_PCT_RANK","AST_TO_RANK","AST_RATIO_RANK","OREB_PCT_RANK","DREB_PCT_RANK","REB_PCT_RANK","TM_TOV_PCT_RANK","EFG_PCT_RANK","TS_PCT_RANK","PACE_RANK","PIE_RANK"
"312","Lineups","-203482-1629012-1629659-1630534-1631117-","K. Olynyk - C. Sexton - T. Horton-Tucker - O. Agbaji - W. Kessler","1610612762","UTA","6","3","3","0.5","45","111.6","118.3","100.9","93.4","10.7","24.9","0.8","2.13","22.2","0.404","0.756","0.567","0.161","0.538","0.564","98.2","98.83","82.36","93","0.574","926","981","13689","6028","312","5379","5420","4509","3714","2274","3746","3497","6070","4678","10139","6400","7097","10572","5506"
"313","Lineups","-1626162-1627741-1630178-1630194-1630231-","K. Oubre Jr. - B. Hield - T. Maxey - P. Reed - K. Martin","1610612755","PHI","10","7","3","0.7","45","117.4","116","121.6","124.7","-4.2","-8.8","0.591","1.73","20.8","0.147","0.675","0.432","0.16","0.643","0.666","103.1","102.43","85.36","94","0.464","366","265","13689","5094","310","5697","9873","8607","7125","3571","4535","8176","7633","9177","10120","4194","4615","8961","7654"
"314","Lineups","-203488-1626153-1630166-1630557-1641731-","M. Muscala - D. Wright - D. Avdija - C. Kispert - B. Coulibaly","1610612764","WAS","7","1","6","0.143","45","92.9","93.1","120.6","111.2","-27.7","-18.2","0.667","1.04","17.3","0.292","0.75","0.511","0.228","0.506","0.533","102.1","106.09","88.41","101","0.401","743","3115","14898","8639","309","9095","8300","9400","5241","4602","6637","5679","6081","5787","12215","6798","7756","7158","8767"
"315","Lineups","-1626167-1627741-1627783-1630169-1630174-","M. Turner - B. Hield - P. Siakam - T. Haliburton - A. Nesmith","1610612754","IND","3","0","3","0","45","136.9","143.8","116.4","113","20.6","30.8","0.74","3.08","24.7","0.37","0.731","0.561","0.125","0.667","0.678","106.4","105.34","87.78","96","0.576","2278","8685","13689","8685","313","2750","8512","4022","4693","1048","3201","4096","6936","4781","8573","3604","4263","7523","5473"
"316","Lineups","-201572-203081-203507-1627736-1641748-","B. Lopez - D. Lillard - G. Antetokounmpo - M. Beasley - A. Jackson Jr.","1610612749","MIL","10","10","0","1","44","115.1","112.6","121.1","126.5","-6.1","-13.9","0.583","1.91","16.3","0.26","0.596","0.423","0.116","0.524","0.569","106.6","105.32","87.77","95","0.419","366","116","1","1","320","6041","10283","9002","7167","3411","7551","6133","9444","9544","8378","6660","6934","7527","8518"
"317","Lineups","-201572-203081-203109-203114-1627736-","B. Lopez - D. Lillard - J. Crowder - K. Middleton - M. Beasley","1610612749","MIL","8","4","4","0.5","44","114.9","107.9","139.1","139.4","-24.2","-31.5","0.714","2.31","21.6","0.182","0.675","0.417","0.129","0.588","0.607","105","108.22","90.18","101","0.377","574","677","14390","6028","317","6622","11485","10304","4807","2143","4175","7754","7633","9581","9010","5321","5963","6287","9139"
"318","Lineups","-201572-203081-203114-1626171-1627736-","B. Lopez - D. Lillard - K. Middleton - B. Portis - M. Beasley","1610612749","MIL","22","12","10","0.545","44","98.3","89.5","107.7","102","-9.4","-12.5","0.528","1.46","13.6","0.291","0.809","0.529","0.124","0.445","0.482","104.5","112.59","93.83","105","0.413","54","73","15162","5988","324","9366","7443","8892","7636","4165","8746","5687","5263","5478","8567","9102","9668","4876","8621"
"319","Lineups","-1630170-1630577-1631103-1631110-1641705-","D. Vassell - J. Champagnie - M. Branham - J. Sochan - V. Wembanyama","1610612759","SAS","7","1","6","0.143","44","112.7","110","119.3","120.7","-6.6","-10.7","0.737","2.15","22.4","0.179","0.571","0.411","0.144","0.593","0.62","99.3","99.9","83.25","90","0.498","743","3115","14898","8639","323","6343","9561","8779","4703","2266","3733","7803","9510","9732","9798","5250","5600","10134","7154"
"320","Lineups","-203507-1626166-1626171-1626192-1630699-","G. Antetokounmpo - C. Payne - B. Portis - P. Connaughton - M. Beauchamp","1610612749","MIL","14","9","5","0.643","44","115.5","115.8","105.5","106.1","10","9.7","0.667","1.86","19.7","0.256","0.69","0.471","0.147","0.574","0.609","105.5","104.99","87.5","95","0.492","171","159","14713","5670","319","5699","7731","5715","5241","3432","5614","6159","7517","8367","9844","5643","5899","7688","7200"
"321","Lineups","-201935-202331-1626181-1628464-1629599-","J. Harden - P. George - N. Powell - D. Theis - A. Coffey","1610612746","LAC","15","10","5","0.667","44","128.8","124.5","114","108","14.8","16.4","0.702","3.3","25.4","0.097","0.702","0.462","0.106","0.708","0.715","95","99.18","82.65","94","0.597","144","116","14713","5127","322","4705","7901","5177","5018","1003","2241","8598","7355","8537","7938","3150","3577","10446","5165"
"322","Lineups","-203937-1628420-1629638-1629675-1630162-","K. Anderson - M. Morris - N. Alexander-Walker - N. Reid - A. Edwards","1610612750","MIN","13","11","2","0.846","44","105.9","103.2","93.4","91.3","12.5","11.9","0.677","1.75","16.7","0.244","0.659","0.442","0.128","0.507","0.574","99.9","102.42","85.35","94","0.568","206","91","11854","4647","325","6973","5236","5526","5217","3514","6760","6885","8741","9067","8987","6795","6810","8965","5631"
"323","Lineups","-202681-1627884-1629029-1630182-1641726-","K. Irving - D. Jones Jr. - L. Doncic - J. Green - D. Lively II","1610612742","DAL","8","5","3","0.625","44","111.6","115.6","101.5","103.2","10.1","12.3","0.487","1.73","15.4","0.304","0.75","0.532","0.122","0.529","0.57","103.4","100.81","84.01","90","0.53","574","483","13689","5693","326","5725","7494","5506","9383","3574","7768","5523","6081","5462","8544","6565","6918","9712","6317"
"324","Lineups","-202681-1629023-1629029-1629655-1630182-","K. Irving - P. Washington - L. Doncic - D. Gafford - J. Green","1610612742","DAL","9","5","4","0.556","44","90.9","89.2","111.5","114.4","-20.6","-25.2","0.658","1.19","17.6","0.278","0.72","0.49","0.206","0.472","0.483","111.9","111.37","92.81","102","0.356","464","483","14390","5960","316","9383","8747","9982","6252","4536","6552","5939","7060","8078","11871","8717","9652","5239","9463"
"325","Lineups","-203482-203903-1628374-1628381-1641718-","K. Olynyk - J. Clarkson - L. Markkanen - J. Collins - K. George","1610612762","UTA","8","2","6","0.25","44","130.4","129.3","114.5","108.3","15.9","21","0.667","1.67","21.7","0.457","0.667","0.575","0.196","0.646","0.674","98.8","102","85","92","0.572","574","1606","14898","8354","318","4064","7910","4734","5241","3605","4119","3184","7653","4360","11229","4186","4318","9152","5519"
"326","Lineups","-202684-1627747-1627777-1630241-1641854-","T. Thompson - C. LeVert - G. Niang - S. Merrill - C. Porter Jr.","1610612739","CLE","10","7","3","0.7","44","148.8","154.4","104.1","103.2","44.7","51.3","0.698","3.36","25.5","0.439","0.75","0.607","0.122","0.731","0.729","102.4","101","84.17","90","0.669","366","265","13689","5094","321","2017","7491","2661","5093","969","2235","3290","6081","3562","8544","2913","3338","9646","4013"
"327","Lineups","-101108-202691-203967-1630228-1641764-","C. Paul - K. Thompson - D. Saric - J. Kuminga - B. Podziemski","1610612744","GSW","9","5","4","0.556","43","126.9","123.3","88.9","89.7","38","33.7","0.738","3.88","23.7","0.233","0.844","0.545","0.089","0.598","0.62","98","99.02","82.52","90","0.676","464","483","14390","5960","332","4765","5106","3711","4702","842","3366","6964","4851","5074","7260","5197","5592","10509","3960"
"328","Lineups","-201599-202704-1631124-1631128-1631212-","D. Jordan - R. Jackson - J. Strawther - C. Braun - P. Watson","1610612743","DEN","10","6","4","0.6","43","104.1","103.3","114.1","113.8","-10","-10.5","0.632","2.67","18.5","0.308","0.674","0.48","0.098","0.494","0.504","99.5","100","83.34","92","0.423","366","357","14390","5749","330","6972","8587","8772","6462","1722","6059","5482","7638","8240","7586","8558","8593","10051","8463"
"329","Lineups","-203924-1629014-1629028-1631200-1641739-","J. Grant - A. Simons - D. Ayton - K. Murray - T. Camara","1610612757","POR","3","0","3","0","43","103.2","109.1","107.9","109.2","-4.7","-0.1","0.722","1.37","19.7","0.4","0.75","0.545","0.216","0.525","0.558","100.3","96.92","80.77","88","0.439","2278","8685","13689","8685","327","6457","8045","7975","4780","4243","5614","3498","6081","5074","11995","6640","7242","11327","8150"
"330","Lineups","-1626196-1628389-1629130-1629312-1631170-","J. Richardson - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.","1610612748","MIA","6","4","2","0.667","43","101.3","100","111.1","110.1","-9.7","-10.1","0.686","1.5","18.3","0.326","0.674","0.5","0.174","0.513","0.536","100.6","101.74","84.78","92","0.464","926","677","11854","5127","334","7045","8159","8756","5171","3808","6093","5367","7638","5848","10791","6768","7709","9258","7672"
"331","Lineups","-1626196-1628997-1629130-1631115-1631170-","J. Richardson - C. Martin - D. Robinson - O. Robinson - J. Jaquez Jr.","1610612748","MIA","6","4","2","0.667","43","109.3","113.2","95.6","93.3","13.7","19.9","0.605","2.09","18.4","0.244","0.875","0.57","0.121","0.538","0.577","102","101.44","84.53","91","0.588","926","677","11854","5127","333","6013","5393","4866","6728","2302","6079","6885","4538","4665","8519","6437","6740","9410","5299"
"332","Lineups","-203937-1626157-1629003-1629638-1629675-","K. Anderson - K. Towns - S. Milton - N. Alexander-Walker - N. Reid","1610612750","MIN","13","10","3","0.769","43","114.3","114.6","116","109.3","-1.7","5.3","0.553","3","15.9","0.3","0.698","0.484","0.073","0.471","0.549","105.9","108.95","90.79","96","0.506","206","116","13689","4813","335","5814","8049","6042","7505","1051","7635","5546","7445","8147","6845","8720","7466","6041","6741"
"333","Lineups","-201567-1626196-1628389-1629130-1631170-","K. Love - J. Richardson - B. Adebayo - D. Robinson - J. Jaquez Jr.","1610612748","MIA","6","4","2","0.667","43","116.5","114.6","99.6","104.8","16.9","9.8","0.629","2.44","18.5","0.22","0.778","0.512","0.101","0.562","0.61","98.2","96.53","80.44","89","0.559","926","677","11854","5127","329","5813","7600","5701","6490","2006","6053","7165","5816","5775","7831","5970","5879","11476","5774"
"334","Lineups","-200768-201567-202710-1626196-1631170-","K. Lowry - K. Love - J. Butler - J. Richardson - J. Jaquez Jr.","1610612748","MIA","10","6","4","0.6","43","127.7","125.9","112.5","108.2","15.2","17.6","0.711","3","22.5","0.216","0.781","0.478","0.106","0.623","0.654","92.5","95.02","79.18","85","0.555","366","357","14390","5749","331","4351","7908","4985","4978","1051","3715","7179","5806","8248","7937","4733","4843","12026","5885"
"335","Lineups","-201566-201935-203486-1626181-1629599-","R. Westbrook - J. Harden - M. Plumlee - N. Powell - A. Coffey","1610612746","LAC","10","8","2","0.8","43","134.7","136.7","121.2","121.1","13.5","15.6","0.732","2.73","23.4","0.242","0.674","0.494","0.122","0.671","0.721","100.8","100.15","83.46","90","0.566","366","206","11854","4704","328","3286","9598","5226","4731","1712","3445","6892","7638","8041","8544","3600","3474","10005","5676"
"336","Lineups","-202692-202711-1628404-1630173-1630540-","A. Burks - B. Bogdanovic - J. Hart - P. Achiuwa - M. McBride","1610612752","NYK","11","6","5","0.545","42","91.6","84.1","129.9","127.4","-38.3","-43.3","0.652","0.88","12.9","0.31","0.725","0.512","0.193","0.444","0.515","94","99.07","82.56","88","0.279","300","357","14713","5988","346","9828","10379","11113","6272","6294","8921","5478","7009","5767","11213","9103","8252","10489","10472"
"337","Lineups","-1627747-1628378-1628386-1629731-1630171-","C. LeVert - D. Mitchell - J. Allen - D. Wade - I. Okoro","1610612739","CLE","17","15","2","0.882","42","107.1","95.8","109.4","106.3","-2.2","-10.5","0.69","1.25","16.5","0.143","0.821","0.5","0.167","0.565","0.623","100.8","107.97","89.97","96","0.504","112","38","11854","4607","337","8927","7759","8770","5147","4423","7531","8179","5150","5848","10188","5856","5539","6408","6765"
"338","Lineups","-1627747-1628378-1628386-1629622-1629636-","C. LeVert - D. Mitchell - J. Allen - M. Strus - D. Garland","1610612739","CLE","11","5","6","0.455","42","124.7","127.3","102.4","96.5","22.3","30.8","0.718","2","21.4","0.372","0.825","0.59","0.159","0.608","0.638","97.3","99.13","82.61","88","0.618","300","483","14898","7550","340","4232","5584","4021","4802","2320","4345","4089","5125","4150","10116","4917","5145","10464","4789"
"339","Lineups","-1627747-1627777-1628378-1629622-1630596-","C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley","1610612739","CLE","14","7","7","0.5","42","128.9","128","115.2","117.6","13.7","10.4","0.689","2.21","22.3","0.222","0.738","0.5","0.14","0.638","0.693","109.4","108.73","90.61","100","0.584","171","265","15012","6028","339","4200","9138","5632","5150","2215","3744","7050","6863","5848","9297","4326","4019","6105","5345"
"340","Lineups","-203081-203507-1626171-1626192-1641748-","D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - A. Jackson Jr.","1610612749","MIL","12","10","2","0.833","42","123.6","119.8","121.1","123.3","2.6","-3.6","0.641","1.92","20.2","0.25","0.667","0.438","0.143","0.647","0.672","103","103.63","86.36","91","0.453","252","116","11854","4652","344","5271","9811","8202","6365","3402","4673","6171","7653","9100","9320","4180","4362","8341","7881"
"341","Lineups","-202681-203501-203939-1627884-1630182-","K. Irving - T. Hardaway Jr. - D. Powell - D. Jones Jr. - J. Green","1610612742","DAL","6","4","2","0.667","42","135.7","136.5","137.3","134.9","-1.6","1.5","0.571","3","19.2","0.405","0.7","0.549","0.094","0.627","0.641","95.4","95.96","79.97","85","0.491","926","677","11854","5127","342","3289","11210","6297","7237","1051","5769","3496","7356","5057","7484","4435","5112","11749","7225"
"342","Lineups","-202681-203501-1628467-1629023-1629029-","K. Irving - T. Hardaway Jr. - M. Kleber - P. Washington - L. Doncic","1610612742","DAL","15","11","4","0.733","42","110","107.4","86.8","85.7","23.2","21.7","0.553","1.75","16.4","0.245","0.66","0.455","0.126","0.535","0.562","109.3","111.26","92.72","95","0.613","144","91","14390","5031","347","6675","4665","4690","7505","3514","7539","6884","8739","8682","8974","6484","7199","5273","4873"
"343","Lineups","-200768-202710-1628389-1629312-1629639-","K. Lowry - J. Butler - B. Adebayo - H. Highsmith - T. Herro","1610612748","MIA","5","4","1","0.8","42","131","130.7","121.2","122.4","9.8","8.3","0.667","2.8","22.4","0.257","0.744","0.514","0.114","0.638","0.678","99.6","99.24","82.7","88","0.555","1192","677","4581","4704","345","3985","9742","5834","5241","1680","3733","6153","6835","5752","8333","4324","4258","10435","5886"
"344","Lineups","-1627763-1629680-1630703-1631133-1641871-","M. Brogdon - M. Thybulle - S. Henderson - J. Walker - D. Reath","1610612757","POR","8","4","4","0.5","42","126.3","130.8","109.6","109.1","16.7","21.7","0.591","2.6","19.7","0.357","0.714","0.519","0.11","0.601","0.638","102.9","101.32","84.43","91","0.556","574","677","14390","6028","338","3959","7976","4689","7125","1787","5614","4176","7089","5676","8009","4983","5142","9484","5810"
"345","Lineups","-201587-202699-1627741-1630178-1630194-","N. Batum - T. Harris - B. Hield - T. Maxey - P. Reed","1610612755","PHI","8","1","7","0.125","42","93.7","96.4","99.2","100","-5.5","-3.6","0.633","2.38","16.8","0.224","0.674","0.435","0.096","0.443","0.48","97.8","96","80","83","0.463","574","3115","15012","8656","343","8904","5668","8211","6457","2051","6756","7048","7637","9151","7552","9167","9689","11580","7686"
"346","Lineups","-202704-203200-203484-203999-1629008-","R. Jackson - J. Holiday - K. Caldwell-Pope - N. Jokic - M. Porter Jr.","1610612743","DEN","4","4","0","1","42","152.5","160.5","117.3","118.6","35.2","41.9","0.704","3.8","28.1","0.379","0.737","0.582","0.116","0.778","0.78","100.2","97.15","80.96","86","0.629","1614","677","1","1","336","1717","9228","3278","5012","844","1844","3941","6865","4291","8383","2239","2567","11251","4653"
"347","Lineups","-201566-201935-202695-1626181-1628464-","R. Westbrook - J. Harden - K. Leonard - N. Powell - D. Theis","1610612746","LAC","14","11","3","0.786","42","96.1","94.5","88.3","87.8","7.8","6.7","0.656","1.75","17.2","0.22","0.74","0.48","0.132","0.468","0.503","102","103.13","85.94","91","0.56","171","91","13689","4794","341","9000","4961","5952","6255","3514","6676","7164","6851","8220","9066","8781","8608","8555","5759"
"348","Lineups","-202711-1630587-1630595-1631093-1631105-","B. Bogdanovic - I. Livers - C. Cunningham - J. Ivey - J. Duren","1610612765","DET","8","1","7","0.125","41","120.8","121.7","139.3","136.9","-18.5","-15.2","0.667","1.86","21.1","0.4","0.632","0.521","0.169","0.632","0.642","96.9","97.35","81.12","83","0.421","574","3115","15012","8656","350","4940","11323","9118","5241","3432","4389","3498","8924","5657","10747","4400","5104","11173","8487"
"349","Lineups","-203903-1628381-1631117-1631323-1641718-","J. Clarkson - J. Collins - W. Kessler - S. Fontecchio - K. George","1610612762","UTA","4","2","2","0.5","41","98","100","127.8","124.7","-29.8","-24.7","0.643","1.64","16.1","0.267","0.676","0.451","0.134","0.479","0.508","96.3","96.42","80.35","82","0.377","1614","1606","11854","6028","358","7045","9872","9843","6327","3725","7605","6048","7631","8832","9182","8650","8441","11501","9148"
"350","Lineups","-1628381-1630209-1630534-1631323-1641718-","J. Collins - O. Yurtseven - O. Agbaji - S. Fontecchio - K. George","1610612762","UTA","3","1","2","0.333","41","86.6","84.9","134.3","135.3","-47.7","-50.4","0.607","0.81","14.7","0.295","0.833","0.538","0.244","0.437","0.479","99.8","100.47","83.72","86","0.26","2278","3115","11854","7783","355","9785","11219","11669","6716","6337","8108","5642","4873","5357","12325","9288","9701","9853","10675"
"351","Lineups","-203944-1628384-1628392-1628404-1628973-","J. Randle - O. Anunoby - I. Hartenstein - J. Hart - J. Brunson","1610612752","NYK","8","7","1","0.875","41","126.9","131.5","74","71.3","52.9","60.2","0.465","1.82","16.1","0.385","0.833","0.632","0.124","0.563","0.628","102.9","102.9","85.75","89","0.863","574","265","4581","4609","351","3930","3603","2345","9435","3472","7580","3892","4873","3216","8566","5867","5344","8618","2406"
"352","Lineups","-202685-203468-1630346-1630529-1641722-","J. Valanciunas - C. McCollum - M. Ryan - H. Jones - J. Hawkins","1610612740","NOP","7","5","2","0.714","41","111.4","108.2","107.4","110.3","3.9","-2.1","0.6","1.75","18.3","0.225","0.571","0.416","0.141","0.577","0.593","101.1","101.09","84.24","85","0.49","743","483","11854","5049","356","6608","8171","8093","6738","3514","6103","7044","9510","9683","9312","5590","6354","9571","7241"
"353","Lineups","-1628384-1628404-1628973-1629656-1630173-","O. Anunoby - J. Hart - J. Brunson - Q. Grimes - P. Achiuwa","1610612752","NYK","9","8","1","0.889","41","128.2","134.1","88","88.6","40.2","45.5","0.537","2.44","18.8","0.325","0.644","0.494","0.11","0.615","0.634","102.6","99.96","83.3","82","0.697","464","206","4581","4595","357","3413","4992","3111","7597","2006","5894","5368","8809","8039","8006","4789","5242","10110","3748"
"354","Lineups","-1628384-1628404-1629656-1630173-1630540-","O. Anunoby - J. Hart - Q. Grimes - P. Achiuwa - M. McBride","1610612752","NYK","9","8","1","0.889","41","105.9","104.8","83.8","84","22.2","20.9","0.571","1.6","13.7","0.367","0.75","0.564","0.12","0.434","0.505","95.6","96.04","80.03","83","0.657","464","206","4581","4595","352","6880","4597","4737","7237","3750","8708","4109","6081","4718","8516","9292","8548","11576","4299"
"355","Lineups","-200782-201935-202331-1627826-1629611-","P. Tucker - J. Harden - P. George - I. Zubac - T. Mann","1610612746","LAC","3","3","0","1","41","123.7","123.5","117.2","116.7","6.5","6.8","0.634","2.36","23.2","0.167","0.786","0.528","0.136","0.643","0.668","96.4","96.7","80.59","81","0.517","2278","981","1","1","354","4762","8893","5948","6452","2058","3487","7847","5738","5526","9208","4194","4401","11421","6554"
"356","Lineups","-1626179-1628389-1629130-1629312-1631170-","T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.","1610612748","MIA","9","4","5","0.444","41","103.8","103.5","103.1","101.2","0.7","2.3","0.622","1.53","19.7","0.222","0.841","0.563","0.174","0.586","0.588","98","99.09","82.57","86","0.519","464","677","14713","7554","349","6958","7418","6254","6617","3804","5625","7050","4865","4721","10820","5350","6466","10482","6524"
"357","Lineups","-203995-1628970-1629684-1630208-1641706-","V. Micic - M. Bridges - G. Williams - N. Richards - B. Miller","1610612766","CHA","4","1","3","0.25","41","96.9","92.9","126.5","133.7","-29.7","-40.9","0.531","1.42","15.6","0.195","0.675","0.432","0.143","0.486","0.51","97.3","96.62","80.51","84","0.347","1614","3115","13689","8354","348","9097","11193","10986","7621","4183","7748","7704","7633","9182","9320","8593","8392","11453","9569"
"358","Lineups","-1628976-1630532-1630591-1631094-1631216-","W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero - C. Houstan","1610612753","ORL","5","3","2","0.6","41","121.2","120.5","100.5","102.4","20.7","18.1","0.778","2.33","23.5","0.211","0.714","0.475","0.145","0.606","0.637","97.9","97.25","81.04","83","0.577","1192","981","11854","5749","353","5038","7459","4962","4020","2065","3375","7230","7089","8309","9800","4955","5160","11220","5449"
"359","Lineups","-203076-1626156-1626174-1627752-1630559-","A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves","1610612747","LAL","13","9","4","0.692","40","109.2","105.9","139.4","137.1","-30.2","-31.2","0.438","1.75","12.7","0.244","0.643","0.437","0.094","0.5","0.539","101.3","103.66","86.38","85","0.358","206","159","14390","5116","361","6799","11331","10285","9523","3514","8940","6885","8812","9144","7484","6808","7653","8324","9418"
"360","Lineups","-202711-1630191-1630595-1631093-1631105-","B. Bogdanovic - I. Stewart - C. Cunningham - J. Ivey - J. Duren","1610612765","DET","3","0","3","0","40","135.2","129.4","104.7","104.9","30.5","24.5","0.767","2.75","25.4","0.375","0.905","0.676","0.141","0.681","0.684","98.8","100.87","84.06","85","0.636","2278","8685","13689","8685","367","4053","7619","4514","4116","1693","2241","3946","4400","2138","9312","3538","4135","9697","4523"
"361","Lineups","-202711-1628404-1628978-1630173-1630540-","B. Bogdanovic - J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride","1610612752","NYK","10","6","4","0.6","40","85.3","81.3","113.8","111.4","-28.4","-30.1","0.833","1.18","18.2","0.282","0.7","0.494","0.213","0.444","0.477","98.1","101.54","84.61","80","0.308","366","357","14390","5749","368","10095","8302","10228","3517","4541","6106","5919","7356","8041","11924","9166","9725","9384","10111"
"362","Lineups","-201572-201976-203114-203507-1627736-","B. Lopez - P. Beverley - K. Middleton - G. Antetokounmpo - M. Beasley","1610612749","MIL","2","1","1","0.5","40","117.3","116.3","128.3","126.4","-11","-10.2","0.711","2.45","22.5","0.194","0.824","0.5","0.128","0.59","0.615","103.4","104.67","87.22","86","0.469","3544","3115","4581","6028","369","5678","10281","8758","4978","2005","3715","7706","5127","5848","8993","5302","5685","7855","7582"
"363","Lineups","-201565-202687-1628991-1630217-1631223-","D. Rose - B. Biyombo - J. Jackson Jr. - D. Bane - D. Roddy","1610612763","MEM","5","3","2","0.6","40","101.5","102.4","113.7","118.1","-12.3","-15.7","0.694","1.92","22.5","0.086","0.696","0.432","0.157","0.586","0.592","102.5","100.14","83.45","83","0.439","1192","981","11854","5749","366","7005","9163","9147","5103","3402","3713","8630","7446","9182","10060","5350","6365","10007","8146"
"364","Lineups","-201145-1628988-1630224-1630256-1631106-","J. Green - A. Holiday - J. Green - J. Tate - T. Eason","1610612745","HOU","13","7","6","0.538","40","101.1","98.9","106","104.5","-4.9","-5.6","0.606","1.33","16.1","0.357","0.767","0.565","0.165","0.528","0.542","104.4","106.33","88.61","91","0.468","206","265","14898","6003","360","8837","7578","8372","6725","4253","7580","4176","5985","4715","10186","6592","7600","7060","7587"
"365","Lineups","-201935-202695-1627826-1629599-1629611-","J. Harden - K. Leonard - I. Zubac - A. Coffey - T. Mann","1610612746","LAC","8","4","4","0.5","40","109.5","101.2","136.1","139.2","-26.6","-38","0.625","1.82","17.7","0.263","0.667","0.475","0.133","0.514","0.562","94.1","96.79","80.66","83","0.408","574","677","14390","6028","362","7041","11481","10818","6499","3472","6462","6099","7653","8309","9075","6755","7200","11392","8687"
"366","Lineups","-1628404-1628978-1630173-1630540-1630579-","J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride - J. Sims","1610612752","NYK","6","3","3","0.5","40","102.8","101.3","87.4","84.4","15.4","16.9","0.679","1.73","17.6","0.262","0.744","0.506","0.141","0.514","0.528","90.6","92.88","77.4","78","0.606","926","981","13689","6028","364","7037","4611","5032","5210","3574","6553","6117","6832","5834","9310","6756","7932","12732","4961"
"367","Lineups","-204060-1629048-1630591-1631094-1641710-","J. Ingles - G. Bitadze - J. Suggs - P. Banchero - A. Black","1610612753","ORL","13","10","3","0.769","40","117.1","122.5","97.3","94","19.7","28.5","0.725","2.42","22.1","0.342","0.652","0.512","0.135","0.586","0.633","105","104.2","86.83","89","0.727","206","116","13689","4813","371","4832","5447","4192","4777","2022","4054","4283","8758","5774","9193","5353","5257","8051","3468"
"368","Lineups","-1628970-1628998-1629023-1630208-1641706-","M. Bridges - C. Martin - P. Washington - N. Richards - B. Miller","1610612766","CHA","5","0","5","0","40","107","106.5","125.9","127.5","-18.8","-21","0.645","1.33","18.5","0.343","0.65","0.507","0.195","0.546","0.573","94.2","93.83","78.19","77","0.408","1192","8685","14713","8685","363","6766","10382","9624","6318","4253","6030","4278","8768","5829","11225","6263","6822","12443","8688"
"369","Lineups","-201587-202699-1629001-1630178-1630194-","N. Batum - T. Harris - D. Melton - T. Maxey - P. Reed","1610612755","PHI","7","4","3","0.571","40","126.7","133.8","110.2","112.2","16.5","21.6","0.667","2.36","22","0.333","0.605","0.481","0.138","0.637","0.665","101.1","97.48","81.24","80","0.573","743","677","13689","5911","365","3421","8370","4694","5241","2058","4066","4292","9150","8213","9248","4329","4642","11124","5510"
"370","Lineups","-202696-203897-1628470-1629632-1630172-","N. Vucevic - Z. LaVine - T. Craig - C. White - P. Williams","1610612741","CHI","10","1","9","0.1","40","107.3","102.3","97.8","93.1","9.5","9.2","0.433","1.63","12.4","0.146","0.696","0.437","0.093","0.471","0.55","100","104.92","87.43","86","0.532","366","3115","15134","8676","372","7010","5383","5738","9534","3733","9353","8178","7446","9144","7465","8721","7423","7723","6275"
"371","Lineups","-201988-202710-1626179-1628389-1631107-","P. Mills - J. Butler - T. Rozier - B. Adebayo - N. Jovic","1610612748","MIA","3","2","1","0.667","40","127.8","125.6","67.8","69.1","60","56.5","0.692","3.38","23.9","0.129","0.875","0.549","0.098","0.643","0.672","98.9","98.7","82.25","82","0.82","2278","1606","4581","5127","370","4364","3532","2531","5106","967","3309","8365","4538","5051","7578","4194","4342","10637","2691"
"372","Lineups","-1628983-1629652-1630198-1630581-1631096-","S. Gilgeous-Alexander - L. Dort - I. Joe - J. Giddey - C. Holmgren","1610612760","OKC","24","17","7","0.708","40","132.5","131.8","85.3","78.7","47.2","53.2","0.488","1.54","16.5","0.382","0.686","0.565","0.148","0.627","0.678","100.7","105.08","87.57","88","0.839","40","29","15012","5091","359","3904","4109","2626","9382","3802","7531","3930","7572","4715","9847","4434","4261","7637","2556"
"373","Lineups","-202692-202711-1630595-1631093-1631105-","A. Burks - B. Bogdanovic - C. Cunningham - J. Ivey - J. Duren","1610612765","DET","8","0","8","0","39","117.3","115.7","127.8","121.7","-10.5","-6","0.568","1.62","18.1","0.325","0.75","0.526","0.157","0.566","0.594","99.8","102.97","85.81","83","0.452","574","8685","15079","8685","382","5716","9646","8393","7396","3746","6383","5368","6081","5541","10060","5842","6332","8597","7895"
