"","GROUP_SET","GROUP_ID","GROUP_NAME","TEAM_ID","TEAM_ABBREVIATION","GP","W","L","W_PCT","MIN","E_OFF_RATING","OFF_RATING","E_DEF_RATING","DEF_RATING","E_NET_RATING","NET_RATING","AST_PCT","AST_TO","AST_RATIO","OREB_PCT","DREB_PCT","REB_PCT","TM_TOV_PCT","EFG_PCT","TS_PCT","E_PACE","PACE","PACE_PER40","POSS","PIE","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","OFF_RATING_RANK","DEF_RATING_RANK","NET_RATING_RANK","AST_PCT_RANK","AST_TO_RANK","AST_RATIO_RANK","OREB_PCT_RANK","DREB_PCT_RANK","REB_PCT_RANK","TM_TOV_PCT_RANK","EFG_PCT_RANK","TS_PCT_RANK","PACE_RANK","PIE_RANK"
"1814","Lineups","-204456-1626167-1627741-1630167-1631097-","T. McConnell - M. Turner - B. Hield - O. Toppin - B. Mathurin","1610612754","IND","9","6","3","0.667","13","79.6","74.2","127.8","121.9","-48.1","-47.7","0.778","1","17.1","0.231","0.909","0.542","0.226","0.477","0.503","113","119.83","99.85","31","0.26","464","357","13689","5127","1788","10740","9657","11288","4020","4604","6702","6967","4367","5208","12200","8663","8612","3409","10669"
"1815","Lineups","-1626179-1628389-1628997-1629312-1631170-","T. Rozier - B. Adebayo - C. Martin - H. Highsmith - J. Jaquez Jr.","1610612748","MIA","6","1","5","0.167","13","79.2","77.4","90.1","80","-10.9","-2.6","0.7","1.4","15.2","0.381","0.929","0.6","0.161","0.367","0.383","103.1","110.42","92.02","31","0.425","926","3115","14713","8614","1712","10469","4123","8132","5022","4186","7940","3932","4333","3582","10139","10332","11079","5596","8427"
"1816","Lineups","-1626179-1628389-1628997-1629312-1631107-","T. Rozier - B. Adebayo - C. Martin - H. Highsmith - N. Jovic","1610612748","MIA","3","1","2","0.333","13","85.9","82.1","119.8","114.8","-33.8","-32.7","0.3","1.5","9.1","0.143","0.7","0.375","0.071","0.417","0.446","95.5","99.75","83.12","28","0.323","2278","3115","11854","7783","1713","10042","8757","10339","10456","3808","10131","8179","7356","10470","6761","9505","10155","10200","9981"
"1817","Lineups","-1626179-1628389-1629130-1631107-1631170-","T. Rozier - B. Adebayo - D. Robinson - N. Jovic - J. Jaquez Jr.","1610612748","MIA","6","3","3","0.5","13","138.3","130","124.3","120","14","10","0.733","2.2","26.8","0","0.833","0.556","0.167","0.81","0.841","106.1","111.34","92.78","30","0.558","926","981","13689","6028","1752","3998","9297","5644","4713","2216","2056","8695","4873","4814","10188","2024","1938","5245","5789"
"1818","Lineups","-203933-1628420-1629638-1630162-1630568-","T. Warren - M. Morris - N. Alexander-Walker - A. Edwards - L. Garza","1610612750","MIN","3","2","1","0.667","13","103.9","107.1","121.6","118.5","-17.7","-11.4","0.75","2.25","22.5","0.2","0.833","0.481","0.143","0.519","0.538","104.3","103.96","86.64","28","0.45","2278","1606","4581","5127","1783","6677","9223","8842","4145","2164","3715","7258","4873","8187","9320","6719","7678","8160","7918"
"1819","Lineups","-202692-1628995-1630164-1630595-1641709-","A. Burks - K. Knox II - J. Wiseman - C. Cunningham - A. Thompson","1610612765","DET","5","0","5","0","12","85.2","80.8","149","133.3","-63.8","-52.6","0.556","1.67","13.9","0.294","0.8","0.481","0.115","0.396","0.394","103.5","112.63","93.85","26","0.152","1192","8685","14713","8685","1928","10116","10693","11708","7436","3605","8674","5646","5280","8187","8350","9973","10968","4870","11587"
"1820","Lineups","-202692-203488-1628995-1631204-1641709-","A. Burks - M. Muscala - K. Knox II - M. Sasser - A. Thompson","1610612765","DET","3","2","1","0.667","12","101.4","100","108.9","100","-7.5","0","0.636","2.33","17.9","0.313","0.889","0.52","0.111","0.462","0.471","99.3","104.21","86.84","27","0.443","2278","1606","4581","5127","1872","7045","5668","6390","6383","2065","6408","5431","4446","5661","8013","8851","9802","8049","8094"
"1821","Lineups","-203076-1626156-1629060-1630559-1631108-","A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie","1610612747","LAL","7","5","2","0.714","12","104.3","100","109.3","113.8","-5","-13.8","0.833","1.67","25","0","0.75","0.462","0.2","0.667","0.659","120.2","120.24","100.2","30","0.443","743","483","11854","5049","1958","7045","8587","8995","3517","3605","2246","8695","6081","8537","11241","3604","4730","3182","8099"
"1822","Lineups","-203076-203915-1626156-1627752-1630559-","A. Davis - S. Dinwiddie - D. Russell - T. Prince - A. Reaves","1610612747","LAL","4","3","1","0.75","12","123.9","122.2","71.9","70.4","52","51.9","0.75","0","24.3","0.154","0.813","0.517","0","0.56","0.597","104.7","106.54","88.78","27","0.752","1614","981","4581","4823","1880","4837","3588","2650","4145","7422","3231","8129","5222","5703","1","5980","6242","6984","3201"
"1823","Lineups","-203076-203915-1626156-1627752-1629629-","A. Davis - S. Dinwiddie - D. Russell - T. Prince - C. Reddish","1610612747","LAL","4","3","1","0.75","12","104.8","112","111.5","104","-6.7","8","0.429","0.5","8.1","0.643","0.786","0.714","0.24","0.381","0.524","97.9","97.77","81.48","25","0.526","1614","981","4581","4823","1859","6166","7543","5851","9535","6674","10432","1359","5738","1858","12312","10108","7999","11007","6406"
"1824","Lineups","-203076-1627752-1629629-1629637-1630559-","A. Davis - T. Prince - C. Reddish - J. Hayes - A. Reaves","1610612747","LAL","3","2","1","0.667","12","87","82.1","100.4","100","-13.5","-17.9","0.6","0.86","15.8","0.333","0.692","0.5","0.25","0.479","0.471","102.9","106.17","88.47","28","0.386","2278","1606","4581","5127","1828","10042","5668","9384","6738","6302","7653","4292","7468","5848","12328","8644","9809","7123","9026"
"1825","Lineups","-203076-1627752-1629060-1629216-1630559-","A. Davis - T. Prince - R. Hachimura - G. Vincent - A. Reaves","1610612747","LAL","3","1","2","0.333","12","62.4","64","137.5","137.5","-75.1","-73.5","0.8","1.33","10.8","0.364","0.286","0.345","0.12","0.231","0.279","98.3","97.06","80.88","25","0.066","2278","3115","11854","7783","1889","11528","11336","12555","3714","4253","9811","4119","11850","10864","8487","11838","12213","11297","12067"
"1826","Lineups","-1628988-1630578-1631095-1641708-1641715-","A. Holiday - A. Sengun - J. Smith Jr. - A. Thompson - C. Whitmore","1610612745","HOU","5","3","2","0.6","12","114.2","108","106.9","96.3","7.3","11.7","0.636","0","20","0.188","0.889","0.44","0","0.5","0.507","99.4","107.82","89.85","25","0.509","1192","981","11854","5749","1998","6617","5572","5541","6383","7422","4684","7728","4446","9081","1","6808","8485","6443","6709"
"1827","Lineups","-201143-1627759-1628369-1628401-1630625-","A. Horford - J. Brown - J. Tatum - D. White - D. Banton","1610612738","BOS","2","1","1","0.5","12","95.4","89.3","85.5","88.9","9.9","0.4","0.5","1.67","13.9","0.2","0.8","0.5","0.107","0.458","0.477","111","112.5","93.75","28","0.549","3544","3115","4581","6028","1967","9377","4995","6367","7668","3605","8674","7258","5280","5848","7949","8896","9723","4891","5968"
"1828","Lineups","-201143-201950-1628401-1628436-1630202-","A. Horford - J. Holiday - D. White - L. Kornet - P. Pritchard","1610612738","BOS","3","2","1","0.667","12","142.2","143.5","124.1","117.4","18.2","26.1","0.583","3.5","20","0.455","0.615","0.542","0.087","0.652","0.655","92","94.09","78.41","23","0.629","2278","1606","4581","5127","1967","2765","9123","4332","7167","883","4684","3186","9089","5208","7219","4099","4806","12346","4641"
"1829","Lineups","-201143-201950-1627759-1628401-1630573-","A. Horford - J. Holiday - J. Brown - D. White - S. Hauser","1610612738","BOS","10","6","4","0.6","12","96.7","95.7","130","115.4","-33.3","-19.7","0.714","2.5","17.2","0.083","0.6","0.318","0.087","0.5","0.53","88.5","94.6","78.83","23","0.267","366","357","14390","5749","1831","8936","8796","9480","4807","1815","6638","8632","9152","11792","7219","6808","7895","12179","10579"
"1830","Lineups","-201143-201950-1627759-1630202-1630573-","A. Horford - J. Holiday - J. Brown - P. Pritchard - S. Hauser","1610612738","BOS","10","8","2","0.8","12","64.8","66.7","88.6","82.1","-23.8","-15.5","0.833","0.71","13.9","0.333","0.588","0.469","0.259","0.381","0.395","108.8","111.42","92.85","27","0.25","366","206","11854","4704","1946","10968","4428","9139","3517","6441","8674","4292","9455","8423","13056","10108","10962","5223","10733"
"1831","Lineups","-201143-201950-1628369-1628436-1630573-","A. Horford - J. Holiday - J. Tatum - L. Kornet - S. Hauser","1610612738","BOS","5","4","1","0.8","12","166.7","155.6","124.6","114.8","42.1","40.7","0.571","2.67","22.2","0.143","0.75","0.526","0.111","0.881","0.905","101.9","109.83","91.53","27","0.647","1192","677","4581","4704","1952","1952","8757","3334","7237","1722","3746","8179","6081","5541","8013","1504","1534","5768","4388"
"1832","Lineups","-201143-201950-204001-1627759-1630573-","A. Horford - J. Holiday - K. Porzingis - J. Brown - S. Hauser","1610612738","BOS","5","4","1","0.8","12","89.3","92","141.1","133.3","-51.8","-41.3","0.625","0.83","15.2","0.25","0.714","0.5","0.24","0.475","0.528","105.1","106.61","88.84","25","0.27","1192","677","4581","4704","1974","9167","10693","11002","6499","6309","7951","6171","7089","5848","12312","8679","7916","6967","10568"
"1833","Lineups","-1629614-1630169-1630174-1630543-1631097-","A. Nembhard - T. Haliburton - A. Nesmith - I. Jackson - B. Mathurin","1610612754","IND","5","2","3","0.4","12","102.2","104","97.9","85.7","4.3","18.3","0.8","2","22.9","0.154","0.667","0.364","0.16","0.543","0.555","102","108.26","90.21","25","0.488","1192","1606","13689","7618","1961","6930","4665","4942","3714","2320","3635","8129","7653","10689","10121","6331","7328","6279","7271"
"1834","Lineups","-1629014-1629028-1629680-1630703-1631133-","A. Simons - D. Ayton - M. Thybulle - S. Henderson - J. Walker","1610612757","POR","5","1","4","0.2","12","96.8","95.8","133.6","134.8","-36.8","-38.9","0.75","1.5","17.6","0.308","0.615","0.462","0.167","0.452","0.505","91.6","91.71","76.42","24","0.34","1192","3115","14390","8544","1849","8927","11209","10850","4145","3808","6465","5482","9089","8537","10188","9001","8543","13026","9644"
"1835","Lineups","-202687-1628991-1630217-1630533-1631246-","B. Biyombo - J. Jackson Jr. - D. Bane - Z. Williams - V. Williams Jr.","1610612763","MEM","2","1","1","0.5","12","84.8","80.8","142","134.6","-57.2","-53.8","0.5","0.8","12.9","0.091","0.889","0.45","0.192","0.447","0.506","99.6","104.87","87.39","26","0.271","3544","3115","4581","6028","1931","10116","11205","11749","7668","6338","8922","8603","4446","8838","11193","9082","8526","7741","10556"
"1836","Lineups","-203992-1627749-1628981-1629631-1630180-","B. Bogdanovic - D. Murray - B. Fernando - D. Hunter - S. Bey","1610612737","ATL","5","3","2","0.6","12","123.9","122.2","93.1","78.6","30.8","43.7","0.636","1.75","18.4","0.333","0.846","0.6","0.148","0.587","0.644","99.3","108.64","90.53","27","0.712","1192","981","11854","5749","1882","4837","4091","3188","6383","3514","6068","4292","4827","3582","9850","5338","5037","6149","3626"
"1837","Lineups","-203992-1627749-1629631-1630168-1631100-","B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - A. Griffin","1610612737","ATL","2","0","2","0","12","116.9","112","101","100","15.9","12","0.25","1","7.4","0","0.6","0.36","0.08","0.528","0.638","96.8","99.38","82.82","25","0.573","3544","8685","11854","8685","1947","6166","5668","5518","10510","4604","10519","8695","9152","10771","7009","6592","5155","10322","5514"
"1838","Lineups","-202711-1628392-1628978-1630173-1630540-","B. Bogdanovic - I. Hartenstein - D. DiVincenzo - P. Achiuwa - M. McBride","1610612752","NYK","5","2","3","0.4","12","111.4","104.2","153.7","148","-42.2","-43.8","0.7","2.33","21.9","0.083","0.857","0.368","0.125","0.6","0.612","95.5","100.63","83.86","24","0.277","1192","1606","13689","7618","1978","6921","12017","11138","5022","2065","4088","8632","4662","10659","8573","4987","5843","9793","10490"
"1839","Lineups","-202711-1630164-1630595-1631093-1641709-","B. Bogdanovic - J. Wiseman - C. Cunningham - J. Ivey - A. Thompson","1610612765","DET","4","0","4","0","12","80.5","84","120.3","119.2","-39.8","-35.2","0.571","0.8","12.5","0.214","0.769","0.481","0.2","0.333","0.436","106.3","104.62","87.18","25","0.267","1614","8685","14390","8685","1976","9829","9272","10679","7237","6338","8945","7187","5945","8187","11241","10524","10297","7870","10584"
"1840","Lineups","-1628971-1630167-1630169-1630543-1631097-","B. Brown - O. Toppin - T. Haliburton - I. Jackson - B. Mathurin","1610612754","IND","5","2","3","0.4","12","111.2","116","164.3","164","-53.1","-48","0.917","3.67","26.8","0.385","0.571","0.45","0.12","0.521","0.535","105.8","103.6","86.33","25","0.341","1192","1606","13689","7618","1996","5690","13044","11292","3292","851","2056","3892","9510","8838","8487","6691","7724","8356","9632"
"1841","Lineups","-1627741-1630167-1630169-1630174-1630188-","B. Hield - O. Toppin - T. Haliburton - A. Nesmith - J. Smith","1610612754","IND","6","3","3","0.5","12","111","109.7","123.9","117.2","-12.9","-7.6","1","2.6","27.7","0.25","0.917","0.583","0.161","0.58","0.615","114.7","118.52","98.77","31","0.513","926","981","13689","6028","1882","6427","9118","8509","1","1787","1903","6171","4354","4206","10139","5557","5704","3568","6634"
"1842","Lineups","-201572-1626166-1626171-1626192-1627736-","B. Lopez - C. Payne - B. Portis - P. Connaughton - M. Beasley","1610612749","MIL","6","5","1","0.833","12","163.7","157.1","134.5","138.5","29.2","18.7","0.813","4.33","29.5","0.333","0.875","0.588","0.107","0.84","0.85","104","104.66","87.21","28","0.554","926","483","4581","4652","1836","1874","11436","4927","3694","514","1495","4292","4538","4152","7949","1689","1899","7859","5896"
"1843","Lineups","-201572-203081-203507-1627736-1630699-","B. Lopez - D. Lillard - G. Antetokounmpo - M. Beasley - M. Beauchamp","1610612749","MIL","7","5","2","0.714","12","113.1","107.4","107.3","107.1","5.8","0.3","0.6","2","16.7","0.231","0.467","0.357","0.111","0.543","0.566","108.6","111.39","92.83","27","0.446","743","483","11854","5049","1942","6668","7805","6378","6738","2320","6760","6967","11220","10783","8013","6331","7071","5231","8010"
"1844","Lineups","-201572-203081-203507-1626192-1631260-","B. Lopez - D. Lillard - G. Antetokounmpo - P. Connaughton - A. Green","1610612749","MIL","2","1","1","0.5","12","129.5","130.4","126.8","121.7","2.7","8.7","0.778","1.75","20.6","0.444","0.778","0.611","0.174","0.7","0.709","93","94.55","78.79","23","0.569","3544","3115","4581","6028","1980","3986","9647","5777","4020","3514","4583","3228","5816","3522","10791","3169","3653","12190","5626"
"1845","Lineups","-203991-203992-1627749-1629027-1629631-","C. Capela - B. Bogdanovic - D. Murray - T. Young - D. Hunter","1610612737","ATL","5","1","4","0.2","12","115.2","110","77.1","74.2","38.1","35.8","0.75","1.8","22.5","0.1","0.722","0.5","0.167","0.636","0.67","117","122.07","101.72","30","0.831","1192","3115","14390","8544","1920","6343","3756","3623","4145","3479","3715","8563","7025","5848","10188","4330","4379","2960","2633"
"1846","Lineups","-1627747-1629636-1629731-1630171-1630596-","C. LeVert - D. Garland - D. Wade - I. Okoro - E. Mobley","1610612739","CLE","3","2","1","0.667","12","168.6","159.1","50.3","50","118.3","109.1","0.923","6","34.3","0.2","0.714","0.579","0.091","0.889","0.886","85.7","88.42","73.68","22","1.079","2278","1606","4581","5127","1927","1847","2193","893","3289","171","514","7258","7089","4310","7274","1487","1654","13764","1255"
